"Resultado do Jogo do Bicho 10:45, Paraíba, LOTEP - PB, 10:45 de ontem (13/08/2021).",1º,2298,25,Vaca,2º,5361,16,Leão,3º,9102,01,Avestruz,4º,9273,19,Pavão,5º,5037,10,Coelho,6º,2599,25,Vaca,7º,2312,03,Burro,8º,9607,02,Águia,9º,8123,06,Cabra,10º,3712,03,Burro
"Resultado do Jogo do Bicho 12:45, Paraíba, LOTEP - PB, 12:45 de ontem (13/08/2021).",1º,0974,19,Pavão,2º,7732,08,Camelo,3º,4130,08,Camelo,4º,1383,21,Touro,5º,9975,19,Pavão,6º,0741,11,Cavalo,7º,9713,04,Borboleta,8º,7338,10,Coelho,9º,4203,01,Avestruz,10º,6189,23,Urso
"Resultado do Jogo do Bicho 15:45, Paraíba, LOTEP - PB, 15:45h de ontem (13/08/2021).",1º,4042,11,Cavalo,2º,0251,13,Galo,3º,9587,22,Tigre,4º,7438,10,Coelho,5º,5754,14,Gato,6º,4097,25,Vaca,7º,0254,14,Gato,8º,4583,21,Touro,9º,2178,20,Perú,10º,8184,21,Touro
"Resultado do Jogo do Bicho 18:00, Paraíba, LOTEP - PB, 18h de ontem (13/08/2021).",1º,6066,17,Macaco,2º,6201,01,Avestruz,3º,0517,05,Cachorro,4º,4718,05,Cachorro,5º,6953,14,Gato,6º,6604,01,Avestruz,7º,0257,15,Jacaré,8º,6011,03,Burro,9º,6178,20,Perú,10º,3505,02,Águia
"Resultado do Jogo do Bicho 09:45, Paraíba, PB, Paratodos 09:45 de ontem (13/08/2021).",1º,0934,09,Cobra,2º,9476,19,Pavão,3º,7189,23,Urso,4º,1814,04,Borboleta,5º,6374,19,Pavão,6º,0971,18,Porco,7º,9418,05,Cachorro,8º,3781,21,Touro,9º,4694,24,Veado,10º,4651,13,Galo
"Resultado do Jogo do Bicho 20:10, Paraíba, PB, Paratodos 20:00 de ontem (13/08/2021).",1º,1179,20,Perú,2º,4018,05,Cachorro,3º,3502,01,Avestruz,4º,1470,18,Porco,5º,1872,18,Porco,6º,1431,08,Camelo,7º,1054,14,Gato,8º,7107,02,Águia,9º,9820,05,Cachorro,10º,1453,14,Gato

"Resultado do Jogo do Bicho 10:45, Paraíba, LOTEP - PB, 10:45 de hoje (16/08/2021).",1º,3914,04,Borboleta,2º,7202,01,Avestruz,3º,8825,07,Carneiro,4º,4195,24,Veado,5º,6501,01,Avestruz,6º,3784,21,Touro,7º,9281,21,Touro,8º,1029,08,Camelo,9º,4255,14,Gato,10º,8986,22,Tigre
"Resultado do Jogo do Bicho 12:45, Paraíba, LOTEP - PB, 12:45 de hoje (16/08/2021).",1º,5339,10,Coelho,2º,7906,02,Águia,3º,8872,18,Porco,4º,3138,10,Coelho,5º,3978,20,Perú,6º,5783,21,Touro,7º,3981,21,Touro,8º,3073,19,Pavão,9º,9628,07,Carneiro,10º,1698,25,Vaca
"Resultado do Jogo do Bicho 15:45, Paraíba, LOTEP - PB, 15:45h de hoje (16/08/2021).",1º,7716,04,Borboleta,2º,7419,05,Cachorro,3º,3251,13,Galo,4º,7672,18,Porco,5º,9877,20,Perú,6º,7737,10,Coelho,7º,7426,07,Carneiro,8º,1157,15,Jacaré,9º,6912,03,Burro,10º,9167,17,Macaco
"Resultado do Jogo do Bicho 18:00, Paraíba, LOTEP - PB, 18h de hoje (16/08/2021).",1º,6668,17,Macaco,2º,6887,22,Tigre,3º,4498,25,Vaca,4º,8798,25,Vaca,5º,5233,09,Cobra,6º,6648,12,Elefante,7º,6847,12,Elefante,8º,6899,25,Vaca,9º,8788,22,Tigre,10º,1266,17,Macaco
"Resultado do Jogo do Bicho 09:45, Paraíba, PB, Paratodos 09:45 de hoje (16/08/2021).",1º,3285,22,Tigre,2º,1117,05,Cachorro,3º,7190,23,Urso,4º,7905,02,Águia,5º,6636,09,Cobra,6º,3177,20,Perú,7º,2119,05,Cachorro,8º,8190,23,Urso,9º,5705,02,Águia,10º,5324,06,Cabra
"Resultado do Jogo do Bicho 20:10, Paraíba, PB, Paratodos 20:00 de hoje (16/08/2021).",1º,9079,20,Perú,2º,0080,20,Perú,3º,6928,07,Carneiro,4º,1044,11,Cavalo,5º,2854,14,Gato,6º,9061,16,Leão,7º,0090,23,Urso,8º,7824,06,Cabra,9º,9084,21,Touro,10º,6044,11,Cavalo

"Resultado do Jogo do Bicho 10:45, Paraíba, LOTEP - PB, 10:45 de hoje (17/08/2021).",1º,0533,09,Cobra,2º,6517,05,Cachorro,3º,7847,12,Elefante,4º,5527,07,Carneiro,5º,5165,17,Macaco,6º,0675,19,Pavão,7º,5585,22,Tigre,8º,3142,11,Cavalo,9º,3777,20,Perú,10º,8768,17,Macaco
"Resultado do Jogo do Bicho 12:45, Paraíba, LOTEP - PB, 12:45 de hoje (17/08/2021).",1º,4791,23,Urso,2º,4791,23,Urso,3º,5847,12,Elefante,4º,6343,11,Cavalo,5º,3390,23,Urso,6º,4456,14,Gato,7º,7783,21,Touro,8º,9944,11,Cavalo,9º,1173,19,Pavão,10º,8518,05,Cachorro
"Resultado do Jogo do Bicho 15:45, Paraíba, LOTEP - PB, 15:45h de hoje (17/08/2021).",1º,2372,18,Porco,2º,0697,25,Vaca,3º,5861,16,Leão,4º,9346,12,Elefante,5º,9021,06,Cabra,6º,2059,15,Jacaré,7º,3683,21,Touro,8º,7964,16,Leão,9º,2716,04,Borboleta,10º,3719,05,Cachorro
"Resultado do Jogo do Bicho 18:00, Paraíba, LOTEP - PB, 18h de hoje (17/08/2021).",1º,5050,13,Galo,2º,7167,17,Macaco,3º,0834,09,Cobra,4º,4942,11,Cavalo,5º,9113,04,Borboleta,6º,5704,01,Avestruz,7º,0189,23,Urso,8º,5634,09,Cobra,9º,0742,11,Cavalo,10º,9375,19,Pavão
"Resultado do Jogo do Bicho 09:45, Paraíba, PB, Paratodos 09:45 de hoje (17/08/2021).",1º,5345,12,Elefante,2º,0839,10,Coelho,3º,3754,14,Gato,4º,8234,09,Cobra,5º,6320,05,Cachorro,6º,5038,10,Coelho,7º,3872,18,Porco,8º,4353,14,Gato,9º,5944,11,Cavalo,10º,3699,25,Vaca
"Resultado do Jogo do Bicho 20:10, Paraíba, PB, Paratodos 20:00 de hoje (17/08/2021).",1º,1012,03,Burro,2º,4627,07,Carneiro,3º,2037,10,Coelho,4º,4547,12,Elefante,5º,6405,02,Águia,6º,1424,06,Cabra,7º,0605,02,Águia,8º,1234,09,Cobra,9º,2777,20,Perú,10º,4668,17,Macaco

"Resultado do Jogo do Bicho 10:45, Paraíba, LOTEP - PB, 10:45 de ontem (18/08/2021).",1º,6809,03,Burro,2º,8720,05,Cachorro,3º,7759,15,Jacaré,4º,0749,13,Galo,5º,4435,09,Cobra,6º,6870,18,Porco,7º,8777,20,Perú,8º,0254,14,Gato,9º,9099,25,Vaca,10º,3472,18,Porco
"Resultado do Jogo do Bicho 12:45, Paraíba, LOTEP - PB, 12:45 de ontem (18/08/2021).",1º,5167,17,Macaco,2º,9884,21,Touro,3º,0068,17,Macaco,4º,7290,23,Urso,5º,3832,08,Camelo,6º,5907,02,Águia,7º,1802,01,Avestruz,8º,6869,18,Porco,9º,7480,20,Perú,10º,8299,25,Vaca
"Resultado do Jogo do Bicho 15:45, Paraíba, LOTEP - PB, 15:45h de ontem (18/08/2021).",1º,0356,14,Gato,2º,5700,25,Vaca,3º,3369,18,Porco,4º,4632,08,Camelo,5º,4839,10,Coelho,6º,0534,09,Cobra,7º,3736,09,Cobra,8º,5063,16,Leão,9º,6092,23,Urso,10º,4321,06,Cabra
"Resultado do Jogo do Bicho 18:00, Paraíba, LOTEP - PB, 18h de ontem (18/08/2021).",1º,8379,20,Perú,2º,9961,16,Leão,3º,8315,04,Borboleta,4º,6794,24,Veado,5º,6663,16,Leão,6º,8986,22,Tigre,7º,3937,10,Coelho,8º,7619,05,Cachorro,9º,9154,14,Gato,10º,9808,02,Águia
"Resultado do Jogo do Bicho 19:00, Paraíba, PB - FEDERAL de ontem (18/08/2021).",1º,1323,06,Cabra,2º,4278,20,Perú,3º,0268,17,Macaco,4º,9367,17,Macaco,5º,6400,25,Vaca,6º,1409,03,Burro,7º,3223,06,Cabra,8º,2766,17,Macaco,9º,3887,22,Tigre,10º,2921,06,Cabra
"Resultado do Jogo do Bicho 09:45, Paraíba, PB, Paratodos 09:45 de ontem (18/08/2021).",1º,4188,22,Tigre,2º,6608,02,Águia,3º,2750,13,Galo,4º,3086,22,Tigre,5º,6887,22,Tigre,6º,4623,06,Cabra,7º,1670,18,Porco,8º,8058,15,Jacaré,9º,8806,02,Águia,10º,6676,19,Pavão
"Resultado do Jogo do Bicho 20:10, Paraíba, PB, Paratodos 20:00 de ontem (18/08/2021).",1º,3791,23,Urso,2º,8243,11,Cavalo,3º,8222,06,Cabra,4º,6022,06,Cabra,5º,3799,25,Vaca,6º,3886,22,Tigre,7º,7220,05,Cachorro,8º,9422,06,Cabra,9º,1322,06,Cabra,10º,1927,07,Carneiro

"Resultado do Jogo do Bicho 09:45, Paraíba, PB, Paratodos 09:45 de hoje.",1º,3012,03,Burro,2º,8657,15,Jacaré,3º,3095,24,Veado,4º,2947,12,Elefante,5º,5591,23,Urso,6º,3832,08,Camelo,7º,0609,03,Burro,8º,1594,24,Veado,9º,2757,15,Jacaré,10º,2094,24,Veado
"Resultado do Jogo do Bicho 10:45, Paraíba, LOTEP - PB, 10:45 de hoje.",1º,4143,11,Cavalo,2º,9579,20,Perú,3º,0915,04,Borboleta,4º,3941,11,Cavalo,5º,2679,20,Perú,6º,4903,01,Avestruz,7º,1599,25,Vaca,8º,4714,04,Borboleta,9º,3951,13,Galo,10º,6424,06,Cabra
"Resultado do Jogo do Bicho 12:45, Paraíba, LOTEP - PB, 12:45 de hoje.",1º,7279,20,Perú,2º,1035,09,Cobra,3º,5548,12,Elefante,4º,6936,09,Cobra,5º,7252,13,Galo,6º,7156,14,Gato,7º,2059,15,Jacaré,8º,7343,11,Cavalo,9º,9586,22,Tigre,10º,4194,24,Veado
"Resultado do Jogo do Bicho 15:45, Paraíba, LOTEP - PB, 15:45h de hoje.",1º,5725,07,Carneiro,2º,1585,22,Tigre,3º,5266,17,Macaco,4º,3905,02,Águia,5º,1798,25,Vaca,6º,5153,14,Gato,7º,7529,08,Camelo,8º,2860,15,Jacaré,9º,5565,17,Macaco,10º,9386,22,Tigre
"Resultado do Jogo do Bicho 18:00, Paraíba, LOTEP - PB, 18h de hoje.",1º,1559,15,Jacaré,2º,7127,07,Carneiro,3º,8625,07,Carneiro,4º,5087,22,Tigre,5º,1893,24,Veado,6º,1785,22,Tigre,7º,5160,15,Jacaré,8º,5228,07,Carneiro,9º,9757,15,Jacaré,10º,6221,06,Cabra
"Resultado do Jogo do Bicho 19:00, Paraíba, PB - FEDERAL de hoje.",1º,7435,09,Cobra,2º,2943,11,Cavalo,3º,2536,09,Cobra,4º,5819,05,Cachorro,5º,5401,01,Avestruz,6º,7225,07,Carneiro,7º,4958,15,Jacaré,8º,3431,08,Camelo,9º,5369,18,Porco,10º,5117,05,Cachorro
"Resultado do Jogo do Bicho 20:10, Paraíba, PB, Paratodos 20:00 de hoje.",1º,1278,20,Perú,2º,8955,14,Gato,3º,6290,23,Urso,4º,3841,11,Cavalo,5º,6324,06,Cabra,6º,1863,16,Leão,7º,2928,07,Carneiro,8º,7594,24,Veado,9º,8501,01,Avestruz,10º,7574,19,Pavão

"Resultado do Jogo do Bicho 09:45, Paraíba, PB, Paratodos 09:45 de hoje.",1º,3012,03,Burro,2º,8657,15,Jacaré,3º,3095,24,Veado,4º,2947,12,Elefante,5º,5591,23,Urso,6º,3832,08,Camelo,7º,0609,03,Burro,8º,1594,24,Veado,9º,2757,15,Jacaré,10º,2094,24,Veado
"Resultado do Jogo do Bicho 10:45, Paraíba, LOTEP - PB, 10:45 de hoje.",1º,4143,11,Cavalo,2º,9579,20,Perú,3º,0915,04,Borboleta,4º,3941,11,Cavalo,5º,2679,20,Perú,6º,4903,01,Avestruz,7º,1599,25,Vaca,8º,4714,04,Borboleta,9º,3951,13,Galo,10º,6424,06,Cabra
"Resultado do Jogo do Bicho 12:45, Paraíba, LOTEP - PB, 12:45 de hoje.",1º,7279,20,Perú,2º,1035,09,Cobra,3º,5548,12,Elefante,4º,6936,09,Cobra,5º,7252,13,Galo,6º,7156,14,Gato,7º,2059,15,Jacaré,8º,7343,11,Cavalo,9º,9586,22,Tigre,10º,4194,24,Veado
"Resultado do Jogo do Bicho 15:45, Paraíba, LOTEP - PB, 15:45h de hoje.",1º,5725,07,Carneiro,2º,1585,22,Tigre,3º,5266,17,Macaco,4º,3905,02,Águia,5º,1798,25,Vaca,6º,5153,14,Gato,7º,7529,08,Camelo,8º,2860,15,Jacaré,9º,5565,17,Macaco,10º,9386,22,Tigre
"Resultado do Jogo do Bicho 18:00, Paraíba, LOTEP - PB, 18h de hoje.",1º,1559,15,Jacaré,2º,7127,07,Carneiro,3º,8625,07,Carneiro,4º,5087,22,Tigre,5º,1893,24,Veado,6º,1785,22,Tigre,7º,5160,15,Jacaré,8º,5228,07,Carneiro,9º,9757,15,Jacaré,10º,6221,06,Cabra
"Resultado do Jogo do Bicho 19:00, Paraíba, PB - FEDERAL de hoje.",1º,7435,09,Cobra,2º,2943,11,Cavalo,3º,2536,09,Cobra,4º,5819,05,Cachorro,5º,5401,01,Avestruz,6º,7225,07,Carneiro,7º,4958,15,Jacaré,8º,3431,08,Camelo,9º,5369,18,Porco,10º,5117,05,Cachorro
"Resultado do Jogo do Bicho 20:10, Paraíba, PB, Paratodos 20:00 de hoje.",1º,1278,20,Perú,2º,8955,14,Gato,3º,6290,23,Urso,4º,3841,11,Cavalo,5º,6324,06,Cabra,6º,1863,16,Leão,7º,2928,07,Carneiro,8º,7594,24,Veado,9º,8501,01,Avestruz,10º,7574,19,Pavão

